strain_x,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,ID,Assembly Name,geo_loc_name,collected_by,isolation_source,collection_date,strain_y,lat_lon,isolate_name_alias,identification method,host_sex,host_disease,host_age,host,culture_collection,isolate,host_disease_outcome,host_health_state,host_description,host_disease_stage,sample_type,sample_name,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,locus_tag_prefix,num_replicons,project_name,ref_biomaterial,source_material_id,sub_species,type-material,fecal,genotype,host_tissue_sampled,env_package,investigation_type,Laboratory Host,Extraction Method,passage_history,Extraction Date,Passage Date,host_subject_id,pathotype,serotype,serovar,specimen_voucher,subgroup,subtype,ENA first public,ENA last update,ENA-CHECKLIST,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,note,panel_id,Bar Code No,sample_number,Panel_ID,encoded_traits,biomaterial_provider,depth,ontological term,ifsac_category,source_type,ENA-LAST-UPDATE,geographic location (region and locality),scientific_name,relative_week,collection_room,identified_by,host_taxid,sample_id,perturbation,rel_to_oxygen,study_id,wastewater_type,isolated by,attribute_package,PublicAccession,ProjectAccession,Species,Genus,sequenced_by,replicate,assembly_method,assembly_method_version,genome_coverage,sequencing_technology,filename,altitude,samp_size,temp,Acquisition,Sequencing facility,drug_usage,estimated_size,health_state,host_body_product,MLST,N/A,dermatology_disord,extrachrom_elements,alternate_ID,Meropenem resistant,authors,phenotype,beta_lactamase_family,carbapenemase,edta_inhibitor_tested,collecting_lab,biological_replicate,altitude_info,ENA-FIRST-PUBLIC,anonymized name,supplier_name,common name,geographic location (latitude),geographic location (longitude),ArrayExpress-SPECIES,subject id,description,environmental sample,sequencing method,wastewater/sludge environmental package,library construction method,In_List
GCF_000755605.1_ASM75560v1_genomic,Klebsiella pneumoniae,strong,44,300807,1053947,5466797,yes (4171),ambiguous_bases,ST493,1,0,0,0,ybt 2; ICEKp1,321,-,0,-,0,iro 3 (truncated),21,rmp 3; ICEKp1 (truncated),145-1LV,-,wzi2,unknown (KL2),unknown (K2),?-+,None,99.73%,KL2_09,O1/O2v1,O2a,none,Very high,99.81%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1*,-,-,-,-,-,fosA7*?-0%;fosA7*?-0%,ST493,2,1,70,1,12,1,127,8,55,50,6,5,117,125,6,7,7,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,38-4%,10,5,20*-0%,1,1,-,GCF_000755605_1,ASM75560v1,missing,missing,missing,missing,KPPR1,missing,,,,Pneumonia,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_000783515.2_ASM78351v2_genomic,Klebsiella pneumoniae,strong,3,5333751,5333751,5546838,no,-,ST1263,0,0,1,2,-,0,-,0,-,0,-,0,-,0,-,wzi100,KL10,K10,none,Very high,96.76%,,O3/O3a,O3/O3a,-,High,97.97%,O3/O3a_08_wbdC,strA.v1;strB.v1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ST1263,4,1,1,1,12,1,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_000783515_2,ASM78351v2,USA,Children's National Hospital,urine cath,2013/11/7,FDAARGOS_84,Not Applicable,FDAARGOS_84,phenotypic identification,female,Colonization/UTI,9M,Homo sapiens,FDA:FDAARGOS_84,Not Applicable,Missing,Missing,Missing,Missing,Missing,,,,,,,,,Missing,,,Missing,,,,,,Missing,Missing,Missing,Missing,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_000784945.1_ASM78494v1_genomic,Klebsiella pneumoniae,strong,3,5298647,5298647,5520596,no,-,ST1518,0,2,5,5,-,0,-,0,-,0,-,0,-,0,-,wzi432,KL64,K64,*,Very high,98.22%,,O1/O2v2,O2afg,none,Very high,98.37%,,aac(6')-Ib'.v1*;aadA*,-,-,-,-,-,-,-,-,-,-,dfrA14.v2*,OXA-9.v1,-,-,-,KPC-3,SHV-1,-,OmpK36-0%,-,GyrA-83F,-,TEM-168?-69%,ST1518,14,1,2,119,21,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_000784945_1,ASM78494v1,USA,,perirectal swab,2013,KPNIH29,,,,,,,,,,,,,,missing,,,,,,,,,,,pneumoniae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_000809125.1_ASM80912v1_genomic,Klebsiella pneumoniae,strong,355,148633,425685,5858158,no,-,ST1724-1LV,0,3,10,16,-,0,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),none,Very high,99.20%,,O1/O2v2,O2afg,none,Very high,98.55%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^;qnrS1,-,-,CatB4.v1?,-,sul2,tet(A).v1?,-,dfrA1.v1;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1;NDM-1,SHV-1^,-,-,PmrB-40%,-,-,-,ST1724-1LV,2,1,145,1,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_000809125_1,ASM80912v1,Singapore,,rectal swab,2013/7/15,JT4,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_000812525.1_ASM81252v1_genomic,Klebsiella pneumoniae,strong,160,92718,252679,5676118,no,-,ST490,0,0,1,0,-,0,-,0,-,0,-,0,-,0,-,wzi59,KL3,K3,none,Very high,99.59%,,O1/O2v2,O2afg,none,Very high,98.40%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,PmrB-0%,-,-,-,ST490,4,1,1,1,21,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_000812525_1,ASM81252v1,Malaysia: Selangor,Vet Food Agro Diagnostics (M) Sdn Bhd,Water from farm,2014/9/15,GN8,,,,,,,,,,,,,,Mixed culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_000967845.1_ASM96784v1_genomic,Klebsiella pneumoniae,strong,2,5270770,5270770,5384455,yes (4442),ambiguous_bases,ST67 (subsp. rhinoscleromatis),3,0,0,0,-,0,-,0,iuc 4,30,-,0,rmp 4; chromosomal (truncated),66,-,wzi132,KL3,K3,none,Very high,99.48%,,O1/O2v2,O2afg,?-,Good,98.53%,"O1/O2v2_08_gmlC,O1/O2v2_09_gmlB",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-206,-,-,-,-,-,-,ST67,2,1,9,1,15,5,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,5,4,4,5,-,10-4%,-,-,10-47%,39,15,iroD_9*-56%,GCF_000967845_1,ASM96784v1,,,,,SB3432,,,,,,,,,,,,,,,Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432 genome,,,,,,,,,,rhinoscleromatis,,,,,,,,,,,,,,,,,,,2015/3/5,2015/3/5,ERC000011,SAMEA3283109,EBI,European Bioinformatics Institute,2015-03-05T11:19:35Z,2015-03-05T09:17:07Z,public,Klebsiella pneumoniae subsp. rhinoscleromatis strain SB3432 genome,European Nucleotide Archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_000982215.1_ASM98221v1_genomic,Klebsiella pneumoniae,strong,38,469544,685814,5437510,yes (5),ambiguous_bases,ST48,1,1,6,7,ybt 14; ICEKp5,139,-,0,-,0,-,0,-,0,-,wzi62,KL62,K62,?-,Good,99.71%,KL62_12,O1/O2v1,O2a,none,Very high,97.87%,,aac(6')-Ib-cr.v2;aph(3')-Ia,-,-,-,-,-,CatB4.v1;catA1^,-,-,-,-,dfrA12,OXA-1,-,CTX-M-15,-,-,SHV-1^,-,-,-,GyrA-83Y,-,aadA8b*?-54%,ST48,2,5,2,2,7,1,10,4,4,31,4,1,193,150,2,4,4,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_000982215_1,ASM98221v1,USA,NONE,blood,2011/4/22,MRSN 3562,38.975 N 77.030 W,,,,infection,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001006265.1_ASM100626v1_genomic,Klebsiella pneumoniae,strong,1,5081069,5081069,5081069,yes (278413),ambiguous_bases,ST3856,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi95,unknown (KL107),unknown (KL107),?-+*,None,82.30%,"KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_11_gnd,KL107_12,KL107_13,KL107_14,KL107_15,KL107_16_ugd",unknown (OL102),unknown (OL102),-,None,73.80%,"OL102_01_rfbB,OL102_02_rfbA,OL102_03_rfbD,OL102_04_rfbC,OL102_05_wbbL,OL102_06_rhamnan,OL102_07_wzm,OL102_08_wzt",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST3856,43,3,5,1,1,4,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001006265_1,ASM100626v1,China: Jiangsu,,rugao ham,2007/3/12,yzusk-4,,,,,,,,,,,,,,microbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001022175.1_ASM102217v1_genomic,Klebsiella pneumoniae,strong,6,5262013,5262013,5810009,no,-,ST941,0,3,7,15,-,0,-,0,-,0,-,0,-,0,-,wzi25,KL25,K25,-,High,99.85%,KL25_09_wfeD,O1/O2v2,O2afg,none,Very high,99.38%,,aac(6')-Ib'.v1*;aac(6')-Ib'.v1*;aadA*;aadA*;ant(2'')-Ia,-,-,qnrA1,-,-,-,-,sul1;sul1,-,-,-,OXA-9.v1;OXA-9.v1;TEM-1D.v1^;TEM-1D.v1^;TEM-1D.v1^,-,SHV-7^,-,KPC-2,SHV-11^,238S;240K;35Q,OmpK35-33%,MgrB-0%,-,-,-,ST941,6,3,1,20,12,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001022175_1,ASM102217v1,USA:Virginia,Clinical Microbiology University of Virginia Health System,urine,Dec-10,CAV1344,38.14 N 78.45 W,,,,Urinary Tract Infection,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001031875.1_Kleb_pneu_CHS145_V1_genomic,Klebsiella pneumoniae,strong,12,762412,1488568,5486359,yes (68757),ambiguous_bases,ST1411,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi177,unknown (KL107),unknown (KL107),?-,None,86.61%,"KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_12,KL107_13,KL107_14,KL107_15",O3/O3a,O3/O3a,*,Very high,95.55%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OmpK35-22%;OmpK36-10%,-,-,-,-,ST1411,2,1,20,2,1,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001031875_1,Kleb_pneu_CHS145_V1,USA,missing,missing,2014,CHS145,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001031895.1_Kleb_pneu_CHS146_V1_genomic,Klebsiella pneumoniae,strong,13,3255796,3255796,5287190,yes (7037),ambiguous_bases,ST29,1,1,7,7,ybt 14; ICEKp5,151,-,0,-,0,-,0,-,0,-,wzi19,KL19,K19,*,High,94.91%,,O1/O2v2,O2afg,none,Perfect,100.00%,,aac(6')-Ib-cr.v2,-,-,qnrB1.v2^,-,-,CatB4.v1,-,-,tet(A).v1,-,dfrA14.v2*,OXA-1,-,CTX-M-15,-,-,SHV-187,-,OmpK36-23%,-,GyrA-83F,-,-,ST29,2,3,2,2,6,4,4,4,4,5,4,1,69,62,2,4,4,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001031895_1,Kleb_pneu_CHS146_V1,USA,missing,missing,2014,CHS146,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001032205.1_Kleb_pneu_CHS162_V1_genomic,Klebsiella pneumoniae,strong,4,3678827,3678827,5330318,yes (22800),ambiguous_bases,ST3624,0,2,1,1,-,0,-,0,-,0,-,0,-,0,-,wzi3,KL3,K3,none,Very high,99.68%,,O1/O2v2,O2afg,none,Very high,98.52%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,KPC-3,SHV-1^,-,-,-,-,-,-,ST3624,3,1,2,1,9,4,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001032205_1,Kleb_pneu_CHS162_V1,USA,missing,missing,2014,CHS162,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_001032425.1_Kleb_pneu_CHS174_V1_genomic,Klebsiella pneumoniae,strong,8,3335900,3335900,5539306,yes (33122),ambiguous_bases,ST3625,1,0,0,0,ybt 4; plasmid,37,-,0,-,0,-,0,-,0,-,wzi13,KL13,K13,none,Very high,99.97%,,O1/O2v1,O2a,none,Very high,98.69%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-33,-,-,-,-,-,-,ST3625,3,1,2,228,10,5,19,18,27,30,18,44,156,154,9,8,26,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001032425_1,Kleb_pneu_CHS174_V1,USA,missing,missing,2014,CHS174,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001032775.1_Kleb_pneu_CHS201_V1_genomic,Klebsiella pneumoniae,strong,8,4823252,4823252,5685492,yes (32660),ambiguous_bases,ST3626,0,2,3,2,-,0,-,0,-,0,-,0,-,0,-,wzi114,KL8,K8,-*,High,98.40%,KL8_08_wcsG,O3b,O3b,none,Very high,98.93%,,-,-,-,-,-,-,-,-,-,-,-,dfrA14.v2*,-,-,-,-,KPC-3,SHV-37,35Q,-,-,GyrA-83F,-,fosA7*?-0%,ST3626,193,1,1,3,4,28,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001032775_1,Kleb_pneu_CHS201_V1,USA,missing,missing,2014,CHS201,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001032845.1_Kleb_pneu_CHS206_V1_genomic,Klebsiella pneumoniae,strong,11,4558128,4558128,5808713,yes (13065),ambiguous_bases,ST2121,0,2,2,2,-,0,-,0,-,0,-,0,-,0,-,wzi212,KL113,unknown (KL113),none,Very high,99.98%,,O1/O2v2,O2afg,none,Very high,98.79%,,-,-,-,-,-,-,-,-,-,tet(D),-,-,-,-,-,-,KPC-3,SHV-27,156D,-,-,-,-,-,ST2121,3,1,1,4,7,4,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001032845_1,Kleb_pneu_CHS206_V1,USA,missing,missing,2014,CHS206,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_001033505.1_Kleb_pneu_MGH84_V1_genomic,Klebsiella pneumoniae,strong,5,5319995,5319995,5524035,yes (16936),ambiguous_bases,ST111,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi128,KL1,K1,none,Very high,99.72%,,O1/O2v2,O2afg,none,Very high,98.99%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11^,35Q,-,-,-,-,-,ST111,2,1,5,1,17,4,42,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ybtX_139*-0%,GCF_001033505_1,Kleb_pneu_MGH84_V1,missing,missing,missing,2014,MGH84,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001033685.1_Kleb_pneu_MGH98_V1_genomic,Klebsiella pneumoniae,strong,21,1092924,1649087,5310466,yes (312387),ambiguous_bases,ST3754,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,unknown (KL107),unknown (KL107),?-*,None,88.46%,"KL107_03_wzi,KL107_04_wza,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_11_gnd,KL107_12,KL107_13,KL107_14,KL107_15",unknown (OL104),unknown (OL104),?-*,None,83.91%,"OL104_01_manC,OL104_03_wzm,OL104_04_wzt,OL104_05_wbdD,OL104_06_wbdA",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1,-,OmpK35-0%;OmpK36-0%,-,-,-,-,ST3754,2,1,1,210,9,215,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001033685_1,Kleb_pneu_MGH98_V1,missing,missing,missing,2014,MGH98,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001033765.1_Kleb_pneu_MGH112_V1_genomic,Klebsiella pneumoniae,strong,2,5269172,5269172,5274501,yes (29827),ambiguous_bases,ST3752,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi180,KL116,unknown (KL116),-,High,99.56%,KL116_17_wcpG,O1/O2v1,O2a,none,Very high,98.57%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-27,156D,-,-,-,-,-,ST3752,2,1,2,2,21,1,271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001033765_1,Kleb_pneu_MGH112_V1,missing,missing,missing,2014,MGH112,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001034055.1_Kleb_pneu_BIDMC89_V1_genomic,Klebsiella pneumoniae,strong,8,4622145,4622145,5806231,yes (7310),ambiguous_bases,ST3616,0,2,6,8,-,0,-,0,-,0,-,0,-,0,-,wzi88,KL157,unknown (KL157),none,Very high,100.00%,,O1/O2v1,O2a,none,Very high,98.42%,,aac(3)-Ib;aph3-Ia.v1*?,-,-,qnrB2.v1^,-,-,-,-,sul1;sul1,-,-,dfrA14.v2*,TEM-1D.v1^,-,-,-,KPC-4,SHV-11^,35Q,-,-,-,-,-,ST3616,2,1,1,1,4,197,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001034055_1,Kleb_pneu_BIDMC89_V1,missing,missing,missing,2014,BIDMC89,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
GCF_001034135.1_Kleb_pneu_BIDMC96_V1_genomic,Klebsiella pneumoniae,strong,5,5316720,5316720,5643163,yes (12606),ambiguous_bases,ST3618,0,1,8,9,-,0,-,0,-,0,-,0,-,0,-,wzi177,KL125,unknown (KL125),*,High,90.34%,,O5,O5,-*,High,94.37%,O5_01_manC,strA.v1;strB.v1,-,-,qnrS1,-,-,catA1*,-,sul2,tet(D),-,dfrA5,TEM-1D.v1^,-,CTX-M-3,-,-,SHV-11^,35Q,-,-,-,-,-,ST3618,78,1,1,1,2,1,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001034135_1,Kleb_pneu_BIDMC96_V1,missing,missing,missing,2014,BIDMC96,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non redundant
GCF_001034285.1_Kleb_pneu_UCI92_V1_genomic,Klebsiella pneumoniae,strong,13,3023119,3023119,5560967,yes (7778),ambiguous_bases,ST107,0,0,2,4,-,0,-,0,-,0,-,0,-,0,-,wzi380,KL158,unknown (KL158),none,Perfect,100.00%,,O1/O2v1,O2a,none,Very high,98.28%,,strA.v1;strB.v1,-,-,-,-,-,-,-,-,tet(B).v2*;tetR,-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST107,2,1,2,17,27,1,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCF_001034285_1,Kleb_pneu_UCI92_V1,missing,missing,missing,2014,UCI92,missing,,,missing,missing,missing,Homo sapiens,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,missing,missing,,,,,missing,,,missing,missing,missing,missing,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redundant
