Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,kpref
group_9811,,hypothetical protein,273,357,1.3076923076923077,1,12632,,,,147,738,721.5852272727273,
group_9812,,hypothetical protein;Family of unknown function (DUF5375),370,494,1.335135135135135,1,12633,,,,96,324,314.01428571428573,
group_9813,,hypothetical protein;Phage tail assembly chaperone proteins E or 41 or 14,262,268,1.0229007633587786,1,12634,,,,300,312,300.7276119402985,
group_9815,,hypothetical protein,361,374,1.03601108033241,1,12636,,,,186,534,301.2857142857143,
dam_2~~~dam_1~~~dam_3~~~dam_5~~~dam_4,dam_2;dam_1;dam_3;dam_5;dam_4,adenine-specific DNA-methyltransferase,425,446,1.0494117647058825,1,12637,,,,222,825,801.9013452914799,
group_9816,,hypothetical protein,198,203,1.0252525252525253,1,12639,,,,318,546,498.2941176470589,
group_9817,,VOC family protein;hypothetical protein,100,108,1.08,1,12640,,,,309,402,398.19444444444446,
group_9818,,hypothetical protein,694,799,1.1512968299711817,1,12641,,,,177,435,345.75283732660785,
group_9823,,;hypothetical protein,102,114,1.1176470588235294,1,12647,,,,363,834,750.8761061946902,
group_9824,era_1;era_2;,GTPase Era;hypothetical protein;50S ribosome-binding GTPase,118,119,1.0084745762711864,1,12648,,,,330,864,849.2773109243698,
group_9825,,Domain of unknown function (DUF1989),60,60,1.0,1,12649,,,,837,837,837.0,
group_9826,,hypothetical protein,354,370,1.0451977401129944,1,12650,,,,204,318,292.68956043956047,
group_9827,,,80,80,1.0,1,12651,,,,579,579,579.0,
group_9828,,hypothetical protein,534,551,1.031835205992509,1,12652,,,,117,321,316.6978021978022,
group_9829,,Terminase small subunit;hypothetical protein,521,525,1.0076775431861804,1,12653,,,,204,1026,995.3942857142856,
group_9830,,NCBIFAM: ISNCY family transposase;hypothetical protein,550,672,1.221818181818182,1,12654,,,,222,1359,1148.8812785388127,
group_9832,,hypothetical protein,138,142,1.0289855072463767,1,12657,,,,279,297,296.07042253521126,
group_9833,,Family of unknown function (DUF6246);hypothetical protein,340,349,1.026470588235294,1,12658,,,,189,729,699.1461318051576,
group_9834,,hypothetical protein;Family of unknown function (DUF6404),440,457,1.0386363636363636,1,12659,,,,117,348,319.49344978165936,
group_9835,,hypothetical protein;Reverse transcriptase (RNA-dependent DNA polymerase),106,106,1.0,1,12660,,,,753,1410,1381.2403846153843,
group_9836,,hypothetical protein,149,153,1.0268456375838926,1,12661,,,,273,300,273.1788079470199,
group_9837,,hypothetical protein;Protein of unknown function (DUF2560),689,793,1.150943396226415,1,12662,,,,90,369,245.41139240506328,
group_9838,,hypothetical protein,365,484,1.326027397260274,1,12663,,,,141,408,228.5217391304348,
group_9839,,hypothetical protein,110,114,1.0363636363636364,1,12664,,,,135,147,146.89473684210526,
group_9840,,hypothetical protein,74,77,1.0405405405405406,1,12665,,,,126,225,223.44155844155844,
rmlC~~~rmlC_1~~~rfbC_2~~~rfbC_1~~~rfbC~~~rmlC_2,rmlC;rmlC_1;rfbC_2;rfbC_1;rfbC;rmlC_2,dTDP-4-dehydrorhamnose 35-epimerase,415,490,1.180722891566265,1,12669,,,,174,555,529.4803493449782,
group_9845,,hypothetical protein,64,75,1.171875,1,12671,,,,282,768,747.6043956043956,
group_9846,,Phage tail tube protein FII;hypothetical protein,325,332,1.0215384615384615,1,12672,,,,270,516,514.2921686746988,
group_9848,,Baeyer-Villiger flavin-containing monooxygenase;Pyridine nucleotide-disulphide oxidoreductase;hypothetical protein,99,109,1.101010101010101,1,12674,,,,123,1131,1054.611111111111,
group_9849,,hypothetical protein,108,114,1.0555555555555556,1,12675,,,,129,726,237.10619469026548,
group_9850,,hypothetical protein,111,112,1.009009009009009,1,12676,,,,144,279,236.2767857142857,
group_9851,,Type VI secretion system/phage-baseplate injector OB domain;hypothetical protein,311,320,1.0289389067524115,1,12677,,,,207,642,570.8746081504702,
group_9852,,hypothetical protein,49,49,1.0,1,12678,,,,489,489,489.0,
group_9853,,phage holin family protein;hypothetical protein,940,1223,1.301063829787234,1,12679,,,,228,438,276.6110183639399,
group_9854,,hypothetical protein;Family of unknown function (DUF5347),293,302,1.030716723549488,1,12680,,,,252,342,341.7009966777409,
group_9855,,hypothetical protein;Prophage tail length tape measure protein;JCVI: phage tail tape measure protein,598,639,1.068561872909699,1,12681,,,,195,3702,2874.444976076555,
group_9856,,hypothetical protein,240,245,1.0208333333333333,1,12682,,,,621,765,763.4571428571429,
group_9858,,hypothetical protein;Phage virion morphogenesis family,316,328,1.0379746835443038,1,12684,,,,276,468,443.3834355828221,
group_9859,,hypothetical protein;JCVI: Rz-like lysis system protein LysB,340,372,1.0941176470588236,1,12685,,,,186,456,428.5060975609756,
group_9861,,hypothetical protein,307,312,1.01628664495114,1,12687,,,,363,366,363.6057692307692,
lpdA_4~~~lpdA_3~~~lpdA_2~~~gorA_1~~~merA~~~lpdA_1~~~gorA_2,lpdA_4;lpdA_3;lpdA_2;;gorA_1;merA;lpdA_1;gorA_2,dihydrolipoyl dehydrogenase;hypothetical protein;glutathione-disulfide reductase;Mercuric reductase,269,301,1.1189591078066914,1,12688,,,,186,1695,1619.61,
group_9862,,hypothetical protein,264,269,1.018939393939394,1,12689,,,,174,1041,942.2808988764044,
group_9863,,type II toxin-antitoxin system VapC family toxin,239,244,1.0209205020920502,1,12690,,,,174,423,402.9375,
ttdB,ttdB,L(+)-tartrate dehydratase subunit beta,522,522,1.0,1,12691,,,,618,684,618.1264367816092,Kp_04397
group_9864,,SLC13 family permease,525,528,1.0057142857142858,1,12692,,,,345,1269,1260.5920303605312,Kp_04399
group_9865,,Phage terminase small subunit,61,63,1.0327868852459017,1,12693,,,,495,495,495.0,
group_9867,,hypothetical protein,367,433,1.1798365122615804,1,12695,,,,114,438,197.91627906976743,
group_9868,,hypothetical protein,244,248,1.0163934426229508,1,12696,,,,237,384,383.2137096774193,
traC~~~traC_1,traC;;traC_1,DNA primase TraC;Poxvirus D5 protein-like;Zinc-binding domain of primase-helicase;hypothetical protein;JCVI: phage/plasmid primase P4 family C-terminal domain,542,861,1.588560885608856,1,12697,,,,126,2343,1481.1096543504173,
group_9869,,hypothetical protein,373,406,1.0884718498659518,1,12698,,,,195,306,304.2718204488778,
hin_1~~~hin~~~hin_2~~~hin_3~~~hin_4~~~hin_6~~~hin_5,;hin_1;hin;hin_2;hin_3;hin_4;hin_6;hin_5,hypothetical protein;DNA-invertase hin,992,1694,1.7076612903225807,1,12699,,,,90,687,398.2878338278932,
group_9870,,Uncharacterized protein conserved in bacteria (DUF2184);hypothetical protein,167,176,1.0538922155688624,1,12700,,,,186,942,893.8977272727273,
group_9872,,hypothetical protein,295,310,1.0508474576271187,1,12702,,,,147,285,200.0097087378641,
group_9873,,hypothetical protein;C-5 cytosine-specific DNA methylase,151,163,1.0794701986754969,1,12703,,,,177,1185,1036.527950310559,
rfbD_1~~~rfbD_2~~~rfbD_4~~~rfbD,rfbD_1;rfbD_2;rfbD_4;rfbD;,dTDP-4-dehydrorhamnose reductase;hypothetical protein,399,448,1.1228070175438596,1,12705,,,,333,894,881.0629213483146,
group_9877,,hypothetical protein;JCVI: phage/conjugal plasmid C-4 type zinc finger protein TraR family,473,556,1.175475687103594,1,12708,,,,96,471,220.78481012658227,
group_9878,,hypothetical protein,207,212,1.0241545893719808,1,12709,,,,246,609,497.7,
group_9879,,hypothetical protein,211,214,1.014218009478673,1,12710,,,,243,243,243.0,
group_9880,,hypothetical protein,336,344,1.0238095238095235,1,12711,,,,195,477,450.0621301775148,
group_9881,,hypothetical protein,334,341,1.020958083832335,1,12712,,,,369,462,408.0441176470589,
group_9882,,DNA replication terminus site-binding protein (Ter protein);hypothetical protein,351,359,1.0227920227920229,1,12713,,,,132,972,955.8083333333332,
group_9883,,hypothetical protein,343,370,1.0787172011661808,1,12714,,,,135,828,701.1333333333333,
group_9884,,NCBIFAM: host specificity factor TipJ family phage tail protein;hypothetical protein,798,921,1.1541353383458646,1,12715,,,,111,3084,2847.7582781456954,
group_9885,,type IV secretion system protein,251,253,1.0079681274900398,1,12716,,,,684,684,684.0,Kp_03221
group_9886,,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase;hypothetical protein,951,1128,1.1861198738170349,1,12717,,,,111,2043,1341.931593159316,Kp_03282
rop_1~~~rop~~~rop_2~~~rop_3~~~rop_5,rop_1;rop;rop_2;rop_3;rop_5,Regulatory protein rop,542,874,1.6125461254612543,1,12718,,,,117,210,191.77215189873417,
degP_2~~~htrA~~~degP_1,degP_2;;htrA;degP_1,serine endoprotease DegP;hypothetical protein;Putative serine protease HtrA;JCVI: Do family serine endopeptidase,219,234,1.0684931506849316,1,12719,,,,165,1152,982.0045248868778,
hha_2~~~hha_3~~~hha_1,hha_2;hha_3;hha_1,HHA domain-containing protein,331,334,1.0090634441087614,1,12721,,,,255,255,255.0,
group_9888,,hypothetical protein;MobI protein;InsA C-terminal domain,366,444,1.213114754098361,1,12723,,,,93,1161,696.3084112149533,
group_9890,,hypothetical protein,163,177,1.0858895705521472,1,12725,,,,144,828,763.9152542372881,
group_9891,,Phage antitermination protein Q;NCBIFAM: YlcG family protein;hypothetical protein,452,520,1.1504424778761062,1,12726,,,,138,828,642.1505791505791,
group_9892,,Bacteriophage holin family HP1;hypothetical protein,172,188,1.0930232558139534,1,12727,,,,261,270,269.951871657754,
group_9893,,hypothetical protein;Phage holin family (Lysis protein S),82,88,1.0731707317073171,1,12728,,,,132,357,341.2674418604651,
group_9894,,Y-family DNA polymerase;Domain of unknown function (DUF4113),221,233,1.054298642533937,1,12729,,,,153,1266,752.3405172413793,
group_9895,,DUF968 domain-containing protein,298,311,1.0436241610738255,1,12730,,,,162,990,921.4368932038836,
vapB~~~vapB_2~~~vapB_1~~~vapB_3,vapB;vapB_2;vapB_1;vapB_3,type II toxin-antitoxin system VapB family antitoxin,295,300,1.0169491525423728,1,12731,,,,156,231,230.34782608695653,
tuf_2,;tuf_2,TraE protein;hypothetical protein;elongation factor Tu,790,1048,1.3265822784810126,1,12732,,,,123,1443,556.7171717171717,
pemK,pemK,Endoribonuclease PemK,115,118,1.0260869565217392,1,12733,,,,333,333,333.0,
ompK35_1~~~ompK35_2,;ompK35_1;ompK35_2,hypothetical protein;Tn3 transposase DDE domain;Domain of unknown function (DUF4158);NCBIFAM: Tn3 family transposase;porin OmpK35,605,1067,1.7636363636363637,1,12736,,,,96,3066,1340.0030581039755,
group_9897,,hypothetical protein;NCBIFAM: ISNCY family transposase,441,578,1.310657596371882,1,12737,,,,108,1464,1228.9301075268818,
group_9899,,zincin-like metallopeptidase domain-containing protein,275,289,1.050909090909091,1,12739,,,,420,972,945.2989690721648,Kp_03227
group_9900,,hypothetical protein,425,449,1.056470588235294,1,12740,,,,174,471,254.8120805369128,
bin3~~~bin3_3,bin3;;bin3_3,Putative transposon Tn552 DNA-invertase bin3;hypothetical protein;Resolvase N terminal domain,129,136,1.054263565891473,1,12741,,,,159,651,614.0538461538462,
group_9901,,phage holin family protein,179,186,1.0391061452513966,1,12742,,,,387,387,387.0,
group_9902,,Transcriptional regulator PadR-like family;hypothetical protein,215,235,1.0930232558139534,1,12743,,,,174,306,305.06808510638297,
group_9903,,hypothetical protein,179,187,1.0446927374301676,1,12744,,,,207,321,309.9032258064516,
group_9904,,hypothetical protein,334,349,1.0449101796407183,1,12745,,,,216,1080,921.3508771929824,
group_9905,pemI,Antitoxin PemI,115,118,1.0260869565217392,1,12746,,,,258,258,258.0,
group_9906,,"Protein of unknown function DUF262;"""";hypothetical protein",187,195,1.0427807486631016,1,12747,,,,204,2052,2003.238341968912,
group_9907,,Phage polarity suppression protein (Psu);hypothetical protein,168,180,1.0714285714285714,1,12748,,,,96,567,553.8920454545455,
nth_2~~~traI~~~traI_2~~~traI_1~~~traI_3~~~traI_4~~~traI_6~~~traI_9,nth_2;traI;traI_2;traI_1;traI_3;;traI_4;traI_6;traI_9,endonuclease III;Multifunctional conjugation protein TraI;hypothetical protein;NCBI Protein Cluster (PRK): conjugative transfer relaxase/helicase TraI,142,175,1.232394366197183,1,12749,,,,249,5307,3768.157894736842,
group_9908,,arsenic transporter,510,533,1.0450980392156863,1,12750,,,,213,1290,1268.9943289224952,
group_9909,,NCBIFAM: ISNCY family transposase;hypothetical protein;IS3 family transposase,187,194,1.0374331550802138,1,12751,,,,117,1383,1298.359375,
group_9910,,hypothetical protein;MobI protein,328,356,1.0853658536585369,1,12752,,,,99,597,444.743661971831,
hsdR~~~hsdR_2~~~hsdR_3~~~hsdR_4~~~hsdR_1,hsdR;hsdR_2;hsdR_3;;hsdR_4;hsdR_1,Type I restriction enzyme EcoR124II R protein;hypothetical protein,87,95,1.091954022988506,1,12754,,,,249,3234,2827.3636363636365,
group_9913,,"IS3-like element ISKpn1 family transposase;hypothetical protein;Integrase core domain;NCBIFAM: IS3 family transposase;"""";HTH-like domain",395,526,1.3316455696202532,1,12756,,,,108,810,514.9176470588235,
xerD_2~~~xerC_5~~~xerC_2~~~xerC_3,xerD_2;;xerC_5;xerC_2;xerC_3,Tyrosine recombinase XerD;hypothetical protein;Phage integrase family;Tyrosine recombinase XerC,935,1147,1.2267379679144386,1,12757,,,,117,747,589.0336581045173,
soj_2~~~soj,;soj_2;soj,NCBI Protein Cluster (PRK): plasmid-partitioning protein SopA;Sporulation initiation inhibitor protein Soj;hypothetical protein;AAA domain,953,961,1.0083945435466946,1,12758,,,,324,1167,1159.1191222570533,
arsA_1~~~arsA_4~~~arsA~~~arsA_3~~~arsA_2~~~arsA_5,arsA_1;arsA_4;arsA;arsA_3;arsA_2;;arsA_5,Arsenical pump-driving ATPase;hypothetical protein,411,445,1.0827250608272505,1,12759,,,,138,1767,1672.6486486486488,
group_9914,,hypothetical protein,30,30,1.0,1,12760,,,,267,897,875.1,
group_9915,,hypothetical protein,75,80,1.0666666666666669,1,12761,,,,363,756,748.0384615384615,
group_9916,,hypothetical protein;Conjugative relaxosome accessory transposon protein;NCBI Protein Cluster (PRK): conjugal transfer pilus assembly protein TraH;NCBI Protein Cluster (PRK): F-type conjugal transfer protein TrbF,772,1033,1.3380829015544042,1,12762,,,,174,1800,1206.431976166832,
group_9918,,VirB10/TraB/TrbI family type IV secretion system protein,250,254,1.016,1,12764,,,,417,1299,1241.1614173228347,Kp_03223
copD_1~~~yobA_2~~~copD_3~~~pcoC~~~copD_2~~~yobA_1,copD_1;yobA_2;copD_3;pcoC;copD_2;;yobA_1,Copper resistance protein D;CopC domain-containing protein YobA;Copper resistance protein C;hypothetical protein,761,1554,2.0420499342969776,1,12765,,,,96,1287,655.2031454783748,
rpiR,;rpiR,hypothetical protein;MurR/RpiR family transcriptional regulator;HTH-type transcriptional regulator RpiR,128,133,1.0390625,1,12766,,,,216,882,847.0375939849624,
group_9919,,hypothetical protein,613,620,1.0114192495921697,1,12767,,,,96,270,235.3128038897893,
group_9921,,hypothetical protein;Protein of unknown function (DUF1382),121,128,1.0578512396694215,1,12769,,,,141,198,182.765625,
traI_3~~~traI_1~~~traI~~~traI_2~~~traI_11~~~traI_7~~~traI_4~~~traI_6~~~traI_5,traI_3;traI_1;traI;traI_2;;traI_11;traI_7;traI_4;traI_6;traI_5,Multifunctional conjugation protein TraI;hypothetical protein;NCBI Protein Cluster (PRK): conjugative transfer relaxase/helicase TraI,794,1082,1.36272040302267,1,12771,,,,99,5325,3824.461224489796,
repB~~~repB_2~~~repB_1~~~repB_3,repB;repB_2;repB_1;repB_3,RepFIB replication protein A,943,971,1.029692470837752,1,12772,,,,318,1020,1006.762658227848,
group_9923,,Integrase core domain;IS3-like element ISKpn1 family transposase;hypothetical protein;NCBIFAM: IS3 family transposase,388,498,1.2835051546391754,1,12773,,,,135,939,504.753112033195,
group_9924,,hypothetical protein;AAA ATPase domain;Overcoming lysogenization defect protein-like TOPRIM domain,254,272,1.0708661417322836,1,12774,,,,237,1656,1310.392996108949,
vapB~~~vapB_1~~~vapB_2,vapB;vapB_1;vapB_2,type II toxin-antitoxin system VapB family antitoxin,410,433,1.0560975609756098,1,12775,,,,141,231,230.5373831775701,1421_refound_53643
group_9925,,hypothetical protein,84,92,1.0952380952380951,1,12776,,,,216,327,324.8666666666667,
group_9927,,NCBI Protein Cluster (PRK): conjugal transfer mating-pair stabilization protein TraG;TraG-like protein N-terminal region;hypothetical protein,575,653,1.1356521739130434,1,12778,,,,159,2880,2556.940717628705,
group_9928,,"tyrosine-type recombinase/integrase;""""",39,39,1.0,1,12779,,,,393,1224,1198.076923076923,
virB9_1~~~virB9~~~virB9_2,virB9_1;virB9;virB9_2,P-type conjugative transfer protein VirB9,251,254,1.0119521912350598,1,12780,,,,258,906,902.007874015748,Kp_03222
flmA_1~~~flmA~~~flmA_2~~~flmC,flmA_1;flmA;flmA_2;flmC;,Stable plasmid inheritance protein;Protein FlmC;Family of unknown function (DUF5431),403,422,1.0471464019851116,1,12781,,,,147,216,162.89712918660288,
group_9929,,hypothetical protein;Protein of unknown function (DUF2560),310,348,1.1225806451612903,1,12782,,,,147,303,243.91379310344828,
group_9930,,hypothetical protein;GDSL-like Lipase/Acylhydrolase family,79,84,1.0632911392405062,1,12783,,,,660,3345,3022.87012987013,
group_9931,,hypothetical protein,157,166,1.0573248407643312,1,12784,,,,105,819,250.13855421686748,
group_9932,,Phage portal protein,78,81,1.0384615384615383,1,12785,,,,297,1242,1214.7037037037037,
group_9933,,hypothetical protein,381,413,1.083989501312336,1,12786,,,,210,1530,1393.4668304668303,
group_9934,,HNH endonuclease;hypothetical protein,120,126,1.05,1,12787,,,,204,357,350.4047619047619,
group_9936,,GNAT family N-acetyltransferase;hypothetical protein,344,363,1.055232558139535,1,12789,,,,129,603,466.9090909090909,
ssb1_2~~~ssb1_4~~~ssb1_3~~~ssb1_5~~~ssb1_1,ssb1_2;ssb1_4;ssb1_3;;ssb1_5;ssb1_1,single-stranded DNA-binding protein SSB1;NCBI Protein Cluster (PRK): single-stranded DNA-binding protein,665,696,1.0466165413533834,1,12791,,,,99,555,538.9580318379161,
group_9939,,hypothetical protein,167,171,1.0239520958083832,1,12793,,,,150,867,516.5087719298245,
group_9940,,NCBI Protein Cluster (PRK): hypothetical protein;hypothetical protein,209,221,1.0574162679425838,1,12794,,,,192,456,450.4227272727273,
htpX_2~~~htpX_1~~~htpX_3,htpX_2;htpX_1;;htpX_3,protease HtpX;Protease HtpX homolog;Protease HtpX;hypothetical protein,394,426,1.0812182741116751,1,12795,,,,135,1125,882.7358490566038,
group_9941,,hypothetical protein;Protein of unknown function (DUF2726),204,216,1.0588235294117647,1,12796,,,,177,651,642.3173076923077,
group_9942,,Baseplate wedge protein gp25;hypothetical protein,209,214,1.0239234449760766,1,12798,,,,276,348,347.66355140186914,
cysS_1~~~cysS_2~~~cysS_3,cysS_1;cysS_2;cysS_3;,cysteine--tRNA ligase;Cysteine--tRNA ligase;hypothetical protein,100,126,1.26,1,12799,,,,102,1383,1110.24,
dncV,dncV,Cyclic GMP-AMP synthase,28,28,1.0,1,12800,,,,1299,1299,1299.0,
group_9943,,hypothetical protein,144,148,1.0277777777777777,1,12801,,,,228,330,260.0067567567568,
group_9944,,hypothetical protein;JCVI: phage portal protein;Phage portal protein,219,231,1.0547945205479452,1,12802,,,,258,1050,959.4415584415584,
group_9945,,hypothetical protein;Phage tail-collar fibre protein,369,426,1.1544715447154472,1,12803,,,,213,1083,1025.1914893617022,
group_9947,,hypothetical protein,353,395,1.1189801699716715,1,12805,,,,114,348,207.821608040201,Kp_01949
group_9948,,hypothetical protein,35,39,1.1142857142857143,1,12806,,,,177,192,180.0,
group_9949,,hypothetical protein,64,66,1.03125,1,12807,,,,249,348,338.6818181818182,
group_9951,,hypothetical protein,349,360,1.0315186246418335,1,12809,,,,111,390,314.9583333333333,
group_9952,,hypothetical protein,313,331,1.0575079872204474,1,12810,,,,240,264,263.3434650455927,
group_9953,,Transposase;hypothetical protein;Transposase IS116/IS110/IS902 family,145,161,1.110344827586207,1,12811,,,,108,1239,1025.4840764331211,
group_9954,,hypothetical protein,373,388,1.0402144772117965,1,12812,,,,171,1149,1100.5174262734583,
traA~~~traA_2~~~traA_1~~~traA_3,traA;traA_2;traA_1;traA_3;,Pilin;hypothetical protein;TraA,675,751,1.1125925925925926,1,12814,,,,93,477,356.7493150684932,
group_9956,,hypothetical protein;Phage tail protein (Tail_P2_I),467,499,1.068522483940043,1,12815,,,,225,696,579.9919839679359,
group_9957,,hypothetical protein;NCBIFAM: ParA family partition ATPase,73,76,1.0410958904109588,1,12816,,,,498,633,630.6986301369863,
repE_3~~~repE~~~repE_1~~~repE_2,repE_3;repE;;repE_1;repE_2,Replication initiation protein;hypothetical protein,272,275,1.0110294117647058,1,12817,,,,291,867,853.7076923076924,
group_9958,,hypothetical protein,80,83,1.0375,1,12818,,,,255,255,255.0,
arsC_4~~~arsC_3,arsC_4;arsC_3;,glutaredoxin-dependent arsenate reductase;hypothetical protein,170,174,1.0235294117647058,1,12819,,,,147,429,421.8514285714286,
group_9959,,hypothetical protein,131,134,1.0229007633587786,1,12820,,,,141,267,243.65413533834587,
group_9961,,NCBIFAM: plasmid replication initiator RepA;hypothetical protein,75,78,1.04,1,12822,,,,462,714,610.7692307692307,
group_9962,,hypothetical protein,280,299,1.0678571428571428,1,12823,,,,168,402,393.371237458194,
group_9963,,Ribonuclease HepT-like;hypothetical protein,288,294,1.0208333333333333,1,12824,,,,108,438,398.5408163265306,
icd_2~~~icd_3~~~icd_1~~~pgtC_1,icd_2;icd_3;icd_1;pgtC_1,NADP-dependent isocitrate dehydrogenase;phosphoglycerate transport regulator PgtC,536,588,1.0970149253731345,1,12825,,,,153,402,154.4641638225256,
group_9964,,hypothetical protein;Ead/Ea22-like protein,181,191,1.0552486187845305,1,12826,,,,183,1152,654.8368421052631,
arsD_2~~~arsD_3~~~arsD~~~arsD_1,arsD_2;arsD_3;arsD;arsD_1,Arsenical resistance operon trans-acting repressor ArsD,490,535,1.0918367346938775,1,12827,,,,267,516,362.6747663551402,
fecI~~~fecI_2,fecI;fecI_2,Probable RNA polymerase sigma factor FecI,480,483,1.00625,1,12828,,,,384,525,523.6770186335403,
group_9965,,tyrosine-type recombinase/integrase,221,225,1.0180995475113122,1,12829,,,,213,1350,1126.3392857142858,
xerD_2~~~xerD_1~~~xerD_3~~~xerD_4~~~xerC_1~~~xerC_4~~~xerD_6~~~xerC_3,xerD_2;xerD_1;xerD_3;xerD_4;xerC_1;xerC_4;;xerD_6;xerC_3,Tyrosine recombinase XerD;Tyrosine recombinase XerC;hypothetical protein,205,215,1.048780487804878,1,12830,,,,261,801,769.3239436619718,
group_9966,,hypothetical protein,292,304,1.0410958904109588,1,12831,,,,105,1056,968.4646464646464,
group_9967,,Y-family DNA polymerase;hypothetical protein,648,782,1.2067901234567902,1,12832,,,,174,1350,1089.4683870967742,
group_9968,,hypothetical protein,247,281,1.137651821862348,1,12833,,,,213,435,322.61290322580646,
ldtB_2,ldtB_2,LD-transpeptidase,44,44,1.0,1,12834,,,,672,972,894.1363636363636,
group_9969,,"hypothetical protein;Phosphate-starvation-inducible E family;Diguanylate cyclase GGDEF domain;GGDEF domain-containing protein;""""",459,529,1.1525054466230935,1,12835,,,,177,750,495.49049429657794,
group_9970,,translesion error-prone DNA polymerase V autoproteolytic subunit;hypothetical protein,458,470,1.0262008733624457,1,12837,,,,108,1137,429.454157782516,
group_9971,,;hypothetical protein,292,297,1.0171232876712328,1,12838,,,,165,291,289.95254237288134,
group_9973,,Type II CAAX prenyl endopeptidase Rce1-like;hypothetical protein,130,135,1.0384615384615383,1,12840,,,,189,654,478.97014925373134,
arsH_2~~~arsH_1~~~arsH~~~arsH_3,arsH_2;arsH_1;arsH;;arsH_3,NADPH-dependent FMN reductase ArsH;hypothetical protein,181,213,1.1767955801104972,1,12842,,,,138,783,608.3428571428572,
group_9975,,hypothetical protein,673,713,1.0594353640416048,1,12844,,,,195,231,230.9240506329114,
group_9976,,DNA cytosine methyltransferase;NCBI Protein Cluster (PRK): DNA cytosine methylase;hypothetical protein,274,291,1.062043795620438,1,12845,,,,177,1476,1386.9583333333333,
group_9977,,hypothetical protein;Serine aminopeptidase S33,129,137,1.062015503875969,1,12846,,,,162,867,733.4890510948906,
group_9978,,NCBIFAM: IS3 family transposase;hypothetical protein;IS3-like element ISKpn1 family transposase;Integrase core domain,79,81,1.0253164556962024,1,12847,,,,207,771,540.0375,
hsdM~~~hsdM_1~~~hsdM_2,;hsdM;hsdM_1;hsdM_2,Probable type I restriction enzyme BthVORF4518P M protein;Type I restriction enzyme EcoKI M protein;N-6 DNA Methylase;hypothetical protein;HsdM N-terminal domain,178,183,1.0280898876404494,1,12848,,,,156,1572,1479.824175824176,
group_9979,,SOS response-associated peptidase;hypothetical protein,248,256,1.032258064516129,1,12849,,,,201,693,586.996062992126,
rfbK1~~~rfbK1_2~~~rfbK1_1~~~rfbK1_3,rfbK1;rfbK1_2;rfbK1_1;;rfbK1_3,O9 family phosphomannomutase RfbK1;hypothetical protein,945,1192,1.2613756613756617,1,12850,,,,171,1470,1300.550621669627,Kp_03281
gndA~~~gndA_2~~~gndA_1,gndA;gndA_2;gndA_1;,NADP-dependent phosphogluconate dehydrogenase;hypothetical protein,1389,1396,1.0050395968322534,1,12851,,,,186,1581,1405.5430416068866,Kp_03283
group_9980,,hypothetical protein,176,184,1.0454545454545454,1,12852,,,,150,519,511.07142857142856,
group_9984,,Phage head completion protein (GPL);hypothetical protein,199,206,1.035175879396985,1,12856,,,,261,510,502.1504854368932,
group_9985,,hypothetical protein,105,105,1.0,1,12857,,,,2478,2484,2478.285714285714,
radC_1~~~radC_4~~~radC_2~~~radC_3,radC_1;radC_4;radC_2;radC_3;,DNA repair protein RadC;hypothetical protein,283,292,1.0318021201413428,1,12858,,,,171,495,474.6061643835616,
group_9986,,hypothetical protein;phage N-6-adenine-methyltransferase,244,265,1.0860655737704918,1,12859,,,,132,747,354.2603773584906,
group_9987,,ParB/RepB/Spo0J family partition protein,514,582,1.132295719844358,1,12860,,,,336,834,782.8862068965517,
group_9989,,hypothetical protein,123,131,1.065040650406504,1,12864,,,,135,423,335.15909090909093,
group_9990,,hypothetical protein;Transposase,361,405,1.1218836565096952,1,12865,,,,99,285,276.93333333333334,
group_9991,,hypothetical protein,82,87,1.0609756097560976,1,12866,,,,177,186,177.1046511627907,
pgtB,;pgtB,"aldo/keto reductase;"""";two-component system sensor histidine kinase PgtB;Aldo/keto reductase family;hypothetical protein",1350,1375,1.0185185185185186,1,12867,,,,168,2289,966.4890350877192,Kp_02450
group_9992,,KilA-N domain;hypothetical protein,112,114,1.0178571428571428,1,12868,,,,252,834,749.9473684210526,
group_9993,,SDR family oxidoreductase;glucose 1-dehydrogenase;hypothetical protein,166,176,1.0602409638554218,1,12869,,,,150,816,745.7485714285714,
group_9994,,hypothetical protein;Family of unknown function (DUF6710),94,97,1.0319148936170213,1,12870,,,,228,666,634.8247422680413,
group_9995,,hypothetical protein,130,140,1.0769230769230769,1,12871,,,,111,252,211.7142857142857,
vapB_1~~~vapB~~~vapB_2~~~vapB_3,vapB_1;vapB;vapB_2;vapB_3,type II toxin-antitoxin system VapB family antitoxin,92,99,1.076086956521739,1,12872,,,,231,261,233.3265306122449,
group_9996,,hypothetical protein,139,150,1.079136690647482,1,12873,,,,99,339,179.20833333333334,
group_9997,,Phage Tail Protein X;hypothetical protein,213,218,1.0234741784037558,1,12874,,,,204,204,204.0,
group_9998,,hypothetical protein;molecular chaperone,83,85,1.0240963855421688,1,12875,,,,261,666,297.98823529411766,
